risk_score,clv_eur,expected_value_eur,is_churn,tenure_band,active_days_30d,days_since_last_play
0.2363,4.8805,1.1534,0,03 6-12 months,16,1.0
0.1719,4.8805,0.839,0,05 2+ years,30,1.0
0.2427,4.8805,1.1845,0,02 3-6 months,15,1.0
0.1832,4.8805,0.894,1,04 1-2 years,26,1.0
0.9455,3.5253,3.3332,1,01 0-3 months,0,
0.5675,4.8805,2.7697,1,04 1-2 years,11,3.0
0.954,7.4219,7.0808,1,05 2+ years,27,1.0
0.2911,4.8805,1.4206,1,05 2+ years,25,1.0
0.2181,4.8805,1.0646,0,05 2+ years,15,2.0
0.1812,4.8805,0.8846,0,03 6-12 months,20,3.0
0.4203,3.5253,1.4818,0,05 2+ years,29,1.0
0.3272,4.8805,1.5969,0,05 2+ years,21,2.0
0.1516,4.8805,0.7398,0,03 6-12 months,25,1.0
0.1506,4.8805,0.7351,0,04 1-2 years,28,1.0
0.2175,4.8805,1.0616,0,05 2+ years,28,1.0
0.9034,16.6348,15.0285,1,05 2+ years,15,1.0
0.955,16.6348,15.8862,1,05 2+ years,20,3.0
0.6877,4.8805,3.3563,1,04 1-2 years,3,22.0
0.2649,4.8805,1.2929,0,05 2+ years,28,1.0
0.129,4.8805,0.6294,0,04 1-2 years,28,1.0
0.3171,4.8805,1.5475,0,04 1-2 years,30,1.0
0.1597,4.8805,0.7795,0,04 1-2 years,26,1.0
0.8766,16.6348,14.5821,1,05 2+ years,7,4.0
0.2708,4.8805,1.3219,0,05 2+ years,20,4.0
0.6743,4.8805,3.2911,1,04 1-2 years,2,12.0
0.2478,4.8805,1.2095,0,04 1-2 years,17,1.0
0.2967,4.8805,1.4478,0,04 1-2 years,10,3.0
0.2492,4.8805,1.216,0,04 1-2 years,25,1.0
0.9456,3.5253,3.3334,1,01 0-3 months,0,
0.2209,4.8805,1.0782,1,05 2+ years,29,1.0
0.8276,7.4219,6.1425,1,04 1-2 years,14,4.0
0.2017,4.8805,0.9846,0,05 2+ years,16,2.0
0.8499,16.6348,14.1383,1,05 2+ years,25,1.0
0.4563,4.8805,2.2269,0,05 2+ years,21,2.0
0.8679,3.5253,3.0595,1,05 2+ years,14,1.0
0.2202,4.8805,1.0748,0,05 2+ years,21,1.0
0.8519,16.6348,14.1705,1,04 1-2 years,23,1.0
0.1898,4.8805,0.9265,0,05 2+ years,15,1.0
0.1545,4.8805,0.7543,0,04 1-2 years,30,1.0
0.713,4.8805,3.4797,1,04 1-2 years,2,17.0
0.1705,4.8805,0.8323,1,05 2+ years,27,1.0
0.2825,4.8805,1.3788,0,02 3-6 months,23,1.0
0.8116,7.4219,6.0234,1,05 2+ years,6,1.0
0.5876,4.8805,2.8677,0,05 2+ years,10,9.0
0.2018,4.8805,0.9849,0,05 2+ years,24,1.0
0.2026,4.8805,0.989,0,05 2+ years,23,1.0
0.1972,4.8805,0.9624,0,04 1-2 years,28,1.0
0.7627,7.4219,5.6603,1,05 2+ years,28,1.0
0.6262,4.8805,3.056,1,05 2+ years,14,1.0
0.9461,7.4219,7.0218,1,05 2+ years,3,1.0
0.745,16.6348,12.3929,1,05 2+ years,26,1.0
0.2347,4.8805,1.1455,0,05 2+ years,21,1.0
0.9601,16.6348,15.9706,1,01 0-3 months,6,1.0
0.3568,4.8805,1.7414,0,04 1-2 years,30,1.0
0.1166,4.8805,0.569,0,05 2+ years,30,1.0
0.2971,4.8805,1.4499,0,04 1-2 years,27,1.0
0.132,4.8805,0.644,0,04 1-2 years,30,1.0
0.3346,4.8805,1.6332,0,05 2+ years,23,2.0
0.1528,4.8805,0.746,0,05 2+ years,27,1.0
0.3601,4.8805,1.7574,1,05 2+ years,13,4.0
0.4769,4.8805,2.3276,1,03 6-12 months,30,1.0
0.9585,16.6348,15.9447,1,05 2+ years,27,3.0
0.2159,4.8805,1.0535,0,05 2+ years,26,1.0
0.2717,4.8805,1.326,0,05 2+ years,17,2.0
0.215,4.8805,1.0495,0,05 2+ years,30,1.0
0.8305,16.6348,13.8158,1,05 2+ years,29,1.0
0.1864,4.8805,0.9098,0,03 6-12 months,30,1.0
0.4086,4.8805,1.9941,0,05 2+ years,11,10.0
0.6975,7.4219,5.1766,0,05 2+ years,14,1.0
0.1647,4.8805,0.8037,0,03 6-12 months,29,1.0
0.53,4.8805,2.5866,1,03 6-12 months,19,6.0
0.1939,4.8805,0.9464,0,05 2+ years,29,1.0
0.3965,4.8805,1.9349,1,04 1-2 years,20,4.0
0.2255,4.8805,1.1007,0,05 2+ years,21,1.0
0.1559,4.8805,0.7609,0,04 1-2 years,27,1.0
0.1692,4.8805,0.8256,1,05 2+ years,26,1.0
0.9156,7.4219,6.7955,1,05 2+ years,3,3.0
0.1765,4.8805,0.8616,0,05 2+ years,25,1.0
0.2519,4.8805,1.2293,0,05 2+ years,19,2.0
0.2469,4.8805,1.2051,0,04 1-2 years,28,1.0
0.3674,4.8805,1.7933,0,03 6-12 months,15,2.0
0.1559,4.8805,0.7606,0,05 2+ years,27,1.0
0.4067,4.8805,1.9851,0,05 2+ years,7,1.0
0.5506,4.8805,2.6871,1,01 0-3 months,18,3.0
0.2216,4.8805,1.0817,1,05 2+ years,9,3.0
0.2726,4.8805,1.3304,1,04 1-2 years,17,1.0
0.1655,4.8805,0.8079,0,04 1-2 years,25,1.0
0.6596,4.8805,3.219,0,05 2+ years,3,25.0
0.2147,4.8805,1.0478,0,05 2+ years,29,1.0
0.2623,4.8805,1.2803,0,01 0-3 months,27,1.0
0.1146,4.8805,0.5595,0,05 2+ years,30,1.0
0.1868,4.8805,0.9116,0,04 1-2 years,26,1.0
0.1752,4.8805,0.855,0,05 2+ years,25,3.0
0.2359,4.8805,1.1511,0,02 3-6 months,26,1.0
0.2815,4.8805,1.374,0,05 2+ years,9,1.0
0.1896,4.8805,0.9252,1,05 2+ years,30,1.0
0.6148,4.8805,3.0004,0,05 2+ years,11,4.0
0.1687,4.8805,0.8235,1,05 2+ years,28,1.0
0.2219,4.8805,1.0828,0,04 1-2 years,29,1.0
0.1427,4.8805,0.6967,0,05 2+ years,30,1.0
0.4261,4.8805,2.0797,1,01 0-3 months,18,2.0
0.2267,4.8805,1.1066,0,05 2+ years,29,1.0
0.5112,4.8805,2.4947,1,04 1-2 years,18,1.0
0.5453,4.8805,2.6614,1,02 3-6 months,27,1.0
0.3948,4.8805,1.9269,0,02 3-6 months,14,1.0
0.9402,7.4219,6.9783,1,05 2+ years,3,18.0
0.1566,4.8805,0.7641,0,04 1-2 years,30,1.0
0.1993,4.8805,0.9725,1,03 6-12 months,28,1.0
0.8499,16.6348,14.138,1,05 2+ years,30,1.0
0.9156,3.5253,3.2279,1,04 1-2 years,6,1.0
0.209,4.8805,1.0203,0,04 1-2 years,19,1.0
0.3513,4.8805,1.7146,0,05 2+ years,12,8.0
0.1627,4.8805,0.794,0,04 1-2 years,27,1.0
0.5726,4.8805,2.7944,1,04 1-2 years,29,1.0
0.9026,7.4219,6.6991,1,05 2+ years,4,20.0
0.2092,4.8805,1.021,0,05 2+ years,30,1.0
0.1345,4.8805,0.6566,0,04 1-2 years,30,1.0
0.1683,4.8805,0.8214,0,04 1-2 years,29,1.0
0.218,4.8805,1.0638,1,04 1-2 years,21,4.0
0.8482,7.4219,6.2949,1,03 6-12 months,2,9.0
0.2367,4.8805,1.1552,0,02 3-6 months,25,1.0
0.2261,4.8805,1.1036,0,05 2+ years,20,1.0
0.9327,7.4219,6.9226,1,05 2+ years,30,1.0
0.6291,0.048,0.0302,0,01 0-3 months,25,1.0
0.3231,4.8805,1.577,1,05 2+ years,27,2.0
0.2514,4.8805,1.2269,0,03 6-12 months,16,3.0
0.8782,16.6348,14.6085,1,05 2+ years,27,1.0
0.2974,4.8805,1.4516,1,05 2+ years,3,5.0
0.6908,3.5253,2.4352,1,04 1-2 years,4,4.0
0.1542,4.8805,0.7524,0,05 2+ years,29,1.0
0.8938,16.6348,14.8682,0,05 2+ years,1,17.0
0.1958,4.8805,0.9556,0,05 2+ years,14,3.0
0.2018,4.8805,0.9849,0,03 6-12 months,27,1.0
0.302,4.8805,1.4741,1,05 2+ years,10,2.0
0.5085,4.8805,2.4815,1,04 1-2 years,7,2.0
0.3381,4.8805,1.65,0,05 2+ years,23,1.0
0.4057,4.8805,1.9799,1,04 1-2 years,5,12.0
0.1517,4.8805,0.7406,0,05 2+ years,23,1.0
0.6644,4.8805,3.2426,0,02 3-6 months,6,15.0
0.188,4.8805,0.9176,0,02 3-6 months,29,1.0
0.1832,4.8805,0.8942,0,03 6-12 months,19,1.0
0.2272,4.8805,1.109,0,04 1-2 years,21,1.0
0.1325,4.8805,0.6467,0,05 2+ years,29,1.0
0.2615,4.8805,1.2762,0,05 2+ years,30,1.0
0.6186,7.4219,4.5912,0,04 1-2 years,30,1.0
0.226,4.8805,1.1032,0,05 2+ years,23,1.0
0.2614,4.8805,1.2756,0,04 1-2 years,18,1.0
0.1683,4.8805,0.8214,0,05 2+ years,23,1.0
0.1017,4.8805,0.4965,0,04 1-2 years,29,1.0
0.6231,4.8805,3.0409,1,04 1-2 years,7,12.0
0.4453,4.8805,2.1731,1,05 2+ years,30,1.0
0.1732,4.8805,0.8455,1,05 2+ years,14,3.0
0.4869,4.8805,2.3763,0,05 2+ years,8,2.0
0.1771,4.8805,0.8641,1,02 3-6 months,23,1.0
0.3609,4.8805,1.7613,1,05 2+ years,16,4.0
0.9532,7.4219,7.0748,1,03 6-12 months,4,2.0
0.8617,7.4219,6.3955,1,04 1-2 years,30,1.0
0.8108,16.6348,13.4877,1,05 2+ years,11,1.0
0.8407,16.6348,13.9852,1,05 2+ years,27,2.0
0.9566,7.4219,7.1,1,03 6-12 months,1,1.0
0.2561,4.8805,1.2498,1,02 3-6 months,13,1.0
0.4813,4.8805,2.349,1,05 2+ years,22,2.0
0.6347,7.4219,4.7107,1,05 2+ years,25,1.0
0.3778,4.8805,1.8436,1,05 2+ years,27,1.0
0.28,4.8805,1.3668,0,05 2+ years,26,1.0
0.2412,4.8805,1.177,0,05 2+ years,13,4.0
0.3549,4.8805,1.7321,0,05 2+ years,15,8.0
0.3095,4.8805,1.5105,1,05 2+ years,23,1.0
0.2046,4.8805,0.9985,0,04 1-2 years,14,3.0
0.8637,3.5253,3.0446,1,03 6-12 months,18,8.0
0.2676,4.8805,1.3061,1,03 6-12 months,6,6.0
0.1732,4.8805,0.8455,0,05 2+ years,26,1.0
0.6337,3.5253,2.2339,1,03 6-12 months,24,1.0
0.1575,4.8805,0.7688,0,05 2+ years,30,1.0
0.1496,4.8805,0.7302,0,04 1-2 years,28,1.0
0.4533,4.8805,2.2122,1,05 2+ years,11,3.0
0.8548,3.5253,3.0135,0,05 2+ years,25,1.0
0.8904,3.5253,3.1388,1,01 0-3 months,3,1.0
0.3813,4.8805,1.8607,0,02 3-6 months,20,2.0
0.2501,4.8805,1.2206,0,05 2+ years,26,1.0
0.8818,16.6348,14.6687,1,05 2+ years,18,4.0
0.1266,4.8805,0.6181,0,03 6-12 months,30,1.0
0.9375,7.4219,6.9577,1,05 2+ years,28,1.0
0.1578,4.8805,0.77,0,05 2+ years,30,1.0
0.7051,4.8805,3.4412,1,05 2+ years,10,10.0
0.4327,4.8805,2.1118,1,05 2+ years,24,1.0
0.1629,4.8805,0.7948,1,03 6-12 months,30,1.0
0.9009,16.6348,14.9859,1,05 2+ years,24,1.0
0.6506,0.048,0.0312,1,05 2+ years,17,1.0
0.2233,4.8805,1.0897,0,04 1-2 years,25,1.0
0.1594,4.8805,0.7778,0,05 2+ years,26,1.0
0.2073,4.8805,1.0119,0,04 1-2 years,23,1.0
0.2656,4.8805,1.2964,0,04 1-2 years,25,1.0
0.8335,7.4219,6.1862,0,04 1-2 years,23,1.0
0.3703,4.8805,1.8071,0,05 2+ years,27,1.0
0.8326,16.6348,13.8505,1,04 1-2 years,18,1.0
0.3721,4.8805,1.8159,0,05 2+ years,14,3.0
0.5316,4.8805,2.5944,0,05 2+ years,16,1.0
0.1933,4.8805,0.9433,1,05 2+ years,26,1.0
0.8398,16.6348,13.9691,1,04 1-2 years,26,1.0
0.2324,4.8805,1.134,0,05 2+ years,13,5.0
0.7524,16.6348,12.5167,1,05 2+ years,22,2.0
0.2137,4.8805,1.0428,0,04 1-2 years,14,1.0
0.1939,4.8805,0.9464,0,04 1-2 years,28,1.0
0.2217,4.8805,1.0819,0,05 2+ years,28,1.0
0.2228,4.8805,1.0873,0,03 6-12 months,21,1.0
0.7623,0.048,0.0366,1,03 6-12 months,26,1.0
0.2117,4.8805,1.0333,0,05 2+ years,23,1.0
0.339,4.8805,1.6547,0,05 2+ years,14,1.0
0.8546,7.4219,6.3426,1,05 2+ years,29,1.0
0.432,4.8805,2.1084,0,01 0-3 months,27,1.0
0.2823,4.8805,1.3778,0,05 2+ years,17,5.0
0.3702,4.8805,1.8067,0,05 2+ years,28,1.0
0.6784,0.048,0.0325,1,05 2+ years,4,7.0
0.8424,7.4219,6.2521,1,05 2+ years,28,1.0
0.164,4.8805,0.8006,0,04 1-2 years,21,1.0
0.178,4.8805,0.8685,0,04 1-2 years,29,2.0
0.9594,7.4219,7.1204,1,05 2+ years,15,1.0
0.179,4.8805,0.8737,0,04 1-2 years,28,1.0
0.152,4.8805,0.7419,0,05 2+ years,25,2.0
0.5592,4.8805,2.7292,0,04 1-2 years,24,1.0
0.5266,4.8805,2.5702,0,02 3-6 months,27,1.0
0.1779,4.8805,0.8685,0,04 1-2 years,24,2.0
0.8974,16.6348,14.9274,1,05 2+ years,10,1.0
0.7699,7.4219,5.7144,1,05 2+ years,18,1.0
0.9232,16.6348,15.3578,1,04 1-2 years,1,4.0
0.1796,4.8805,0.8766,1,05 2+ years,17,2.0
0.2202,4.8805,1.0746,0,03 6-12 months,11,4.0
0.4921,4.8805,2.4015,0,02 3-6 months,19,1.0
0.1876,4.8805,0.9155,0,02 3-6 months,20,1.0
0.6763,7.4219,5.0197,1,05 2+ years,27,1.0
0.355,4.8805,1.7325,0,05 2+ years,13,2.0
0.5753,4.8805,2.8077,0,02 3-6 months,23,3.0
0.3514,4.8805,1.7149,0,03 6-12 months,5,2.0
0.1726,4.8805,0.8421,0,02 3-6 months,25,1.0
0.4033,4.8805,1.9682,0,01 0-3 months,22,1.0
0.6062,4.8805,2.9587,0,04 1-2 years,8,2.0
0.2288,4.8805,1.1169,0,02 3-6 months,27,1.0
0.2902,4.8805,1.4166,0,04 1-2 years,23,2.0
0.2589,4.8805,1.2638,0,04 1-2 years,25,1.0
0.1597,4.8805,0.7793,0,04 1-2 years,27,1.0
0.9415,16.6348,15.6611,1,04 1-2 years,3,13.0
0.2358,4.8805,1.1509,0,05 2+ years,30,1.0
0.3437,4.8805,1.6774,0,03 6-12 months,17,1.0
0.14,4.8805,0.6831,1,05 2+ years,29,2.0
0.8171,7.4219,6.0647,0,04 1-2 years,28,1.0
0.1544,4.8805,0.7537,0,05 2+ years,28,1.0
0.6409,4.8805,3.1278,1,01 0-3 months,21,2.0
0.1816,4.8805,0.8862,0,04 1-2 years,25,1.0
0.2034,4.8805,0.9925,0,03 6-12 months,27,1.0
0.1596,4.8805,0.7789,0,05 2+ years,15,6.0
0.5807,4.8805,2.8343,0,02 3-6 months,14,6.0
0.8488,16.6348,14.1189,0,04 1-2 years,19,1.0
0.225,4.8805,1.0983,0,05 2+ years,28,1.0
0.8469,4.8805,4.1332,1,05 2+ years,6,17.0
0.4076,4.8805,1.9893,0,05 2+ years,12,3.0
0.5519,4.8805,2.6935,0,02 3-6 months,25,1.0
0.8891,16.6348,14.7897,1,04 1-2 years,4,5.0
0.1955,4.8805,0.9542,0,02 3-6 months,24,1.0
0.8699,7.4219,6.4561,0,05 2+ years,23,1.0
0.2342,4.8805,1.143,0,02 3-6 months,18,1.0
0.2096,4.8805,1.0231,1,05 2+ years,29,1.0
0.8073,3.5253,2.846,0,02 3-6 months,2,1.0
0.2125,4.8805,1.0373,0,02 3-6 months,21,1.0
0.4162,4.8805,2.0311,0,05 2+ years,18,5.0
0.9454,7.4219,7.0163,1,05 2+ years,30,1.0
0.4518,4.8805,2.2049,0,03 6-12 months,15,3.0
0.847,7.4219,6.2861,1,04 1-2 years,16,3.0
0.3148,4.8805,1.5366,1,05 2+ years,14,1.0
0.7804,7.4219,5.7924,1,05 2+ years,16,1.0
0.1792,4.8805,0.8746,0,05 2+ years,24,1.0
0.1204,4.8805,0.5877,0,05 2+ years,30,1.0
0.4358,4.8805,2.1269,1,05 2+ years,16,2.0
0.2496,4.8805,1.2183,0,05 2+ years,27,1.0
0.6245,4.8805,3.0481,1,05 2+ years,15,5.0
0.2748,4.8805,1.341,0,05 2+ years,22,1.0
0.913,7.4219,6.776,1,04 1-2 years,28,1.0
0.2415,4.8805,1.1788,0,03 6-12 months,29,1.0
0.192,4.8805,0.937,0,05 2+ years,22,1.0
0.9483,16.6348,15.7754,1,04 1-2 years,0,
0.6783,4.8805,3.3102,1,05 2+ years,7,9.0
0.5079,4.8805,2.4787,1,05 2+ years,17,1.0
0.191,4.8805,0.9322,0,04 1-2 years,30,1.0
0.1776,4.8805,0.8666,0,05 2+ years,25,1.0
0.1689,4.8805,0.8243,1,04 1-2 years,25,1.0
0.1603,4.8805,0.7824,0,05 2+ years,28,1.0
0.1749,4.8805,0.8537,0,05 2+ years,25,1.0
0.1255,4.8805,0.6126,0,03 6-12 months,26,2.0
0.4858,4.8805,2.3709,1,05 2+ years,6,8.0
0.8103,7.4219,6.0143,1,03 6-12 months,25,2.0
0.3176,4.8805,1.5499,0,05 2+ years,28,1.0
0.8613,16.6348,14.3281,1,05 2+ years,18,1.0
0.2595,4.8805,1.2663,0,03 6-12 months,19,1.0
0.2211,4.8805,1.079,0,05 2+ years,20,1.0
0.8118,7.4219,6.0248,1,05 2+ years,15,1.0
0.1495,4.8805,0.7297,0,05 2+ years,30,1.0
0.586,4.8805,2.8599,1,05 2+ years,21,1.0
0.326,4.8805,1.5911,1,05 2+ years,23,7.0
0.2516,4.8805,1.2278,0,05 2+ years,18,1.0
0.7998,0.048,0.0384,1,05 2+ years,25,2.0
0.5579,4.8805,2.7228,1,05 2+ years,28,1.0
0.5551,4.8805,2.709,0,02 3-6 months,11,6.0
0.1806,4.8805,0.8815,1,05 2+ years,17,2.0
0.1268,4.8805,0.6189,1,04 1-2 years,26,1.0
0.2084,4.8805,1.017,0,05 2+ years,30,1.0
0.3688,4.8805,1.7999,0,05 2+ years,6,6.0
0.2001,4.8805,0.9766,0,05 2+ years,30,1.0
0.4439,4.8805,2.1664,1,04 1-2 years,25,2.0
0.1928,4.8805,0.941,1,05 2+ years,30,1.0
0.36,4.8805,1.7571,0,01 0-3 months,23,3.0
0.2035,4.8805,0.9934,1,03 6-12 months,25,3.0
0.4113,4.8805,2.0075,0,04 1-2 years,25,2.0
0.481,4.8805,2.3476,0,02 3-6 months,11,3.0
0.2133,4.8805,1.0409,0,03 6-12 months,14,5.0
0.1629,4.8805,0.7951,0,05 2+ years,29,1.0
0.9726,16.6348,16.1796,1,05 2+ years,0,
0.1766,4.8805,0.8619,1,05 2+ years,28,2.0
0.3098,4.8805,1.512,0,04 1-2 years,24,1.0
0.8446,7.4219,6.2684,1,05 2+ years,25,1.0
0.1039,4.8805,0.5073,0,04 1-2 years,30,1.0
0.1775,4.8805,0.8662,0,05 2+ years,29,1.0
0.3115,4.8805,1.5204,1,05 2+ years,18,1.0
0.1912,4.8805,0.9331,0,05 2+ years,24,2.0
0.2315,4.8805,1.1297,0,04 1-2 years,6,3.0
0.8586,16.6348,14.2824,1,05 2+ years,8,7.0
0.2183,4.8805,1.0653,0,04 1-2 years,13,1.0
0.1257,4.8805,0.6136,0,03 6-12 months,30,1.0
0.161,4.8805,0.7857,0,05 2+ years,22,1.0
0.6658,4.8805,3.2493,1,02 3-6 months,4,12.0
0.2162,4.8805,1.0554,0,04 1-2 years,21,1.0
0.2573,4.8805,1.2557,1,05 2+ years,21,1.0
0.2191,4.8805,1.0695,1,05 2+ years,27,1.0
0.1596,4.8805,0.7788,1,04 1-2 years,24,1.0
0.539,4.8805,2.6303,1,04 1-2 years,27,1.0
0.2881,4.8805,1.4062,0,03 6-12 months,30,1.0
0.3859,4.8805,1.8834,0,04 1-2 years,16,1.0
0.1964,4.8805,0.9586,0,05 2+ years,26,2.0
0.3274,4.8805,1.5981,1,05 2+ years,18,1.0
0.9037,16.6348,15.0334,1,05 2+ years,21,2.0
0.4586,4.8805,2.238,0,05 2+ years,23,1.0
0.1635,4.8805,0.7978,0,05 2+ years,24,1.0
0.3414,4.8805,1.666,0,01 0-3 months,26,1.0
0.3435,4.8805,1.6765,1,03 6-12 months,10,1.0
0.9503,7.4219,7.0531,0,05 2+ years,9,1.0
0.3186,4.8805,1.5548,0,05 2+ years,30,1.0
0.1495,4.8805,0.7297,0,04 1-2 years,26,1.0
0.1963,4.8805,0.958,1,04 1-2 years,12,5.0
0.2446,4.8805,1.1939,1,04 1-2 years,16,1.0
0.7185,3.5253,2.5331,0,02 3-6 months,14,2.0
0.1845,4.8805,0.9002,0,05 2+ years,26,1.0
0.504,4.8805,2.4599,0,05 2+ years,30,1.0
0.1283,4.8805,0.626,0,05 2+ years,27,1.0
0.8627,16.6348,14.3508,1,05 2+ years,12,3.0
0.2851,4.8805,1.3914,0,05 2+ years,27,1.0
0.3401,4.8805,1.6597,0,01 0-3 months,26,1.0
0.1238,4.8805,0.6041,0,05 2+ years,24,1.0
0.1831,4.8805,0.8938,1,05 2+ years,18,2.0
0.1493,4.8805,0.7285,1,04 1-2 years,29,1.0
0.2445,4.8805,1.1934,0,03 6-12 months,29,1.0
0.8535,7.4219,6.3347,1,05 2+ years,29,2.0
0.8865,16.6348,14.7462,1,05 2+ years,14,5.0
0.1796,4.8805,0.8767,0,03 6-12 months,30,1.0
0.207,4.8805,1.0104,0,04 1-2 years,20,1.0
0.2634,4.8805,1.2855,1,03 6-12 months,5,1.0
0.2472,4.8805,1.2065,1,04 1-2 years,28,2.0
0.168,4.8805,0.8198,1,02 3-6 months,27,1.0
0.1781,4.8805,0.8693,0,04 1-2 years,24,1.0
0.2868,4.8805,1.3999,0,05 2+ years,24,1.0
0.2543,4.8805,1.2411,0,02 3-6 months,28,1.0
0.8695,7.4219,6.453,1,05 2+ years,30,1.0
0.3266,4.8805,1.5942,0,05 2+ years,19,1.0
0.2555,4.8805,1.247,0,04 1-2 years,28,1.0
0.1299,4.8805,0.6338,0,05 2+ years,29,1.0
0.1284,4.8805,0.6268,1,05 2+ years,22,1.0
0.2713,4.8805,1.3241,1,05 2+ years,29,1.0
0.15,4.8805,0.732,0,05 2+ years,30,1.0
0.14,4.8805,0.6831,1,04 1-2 years,30,1.0
0.7566,4.8805,3.6925,1,05 2+ years,6,16.0
0.1848,4.8805,0.9018,0,04 1-2 years,26,1.0
0.139,4.8805,0.6785,0,04 1-2 years,30,1.0
0.9754,16.6348,16.2248,1,05 2+ years,0,
0.2315,4.8805,1.1297,0,03 6-12 months,17,1.0
0.5893,4.8805,2.8762,0,05 2+ years,15,1.0
0.9478,7.4219,7.0345,1,04 1-2 years,2,29.0
0.1202,4.8805,0.5865,0,05 2+ years,26,1.0
0.8307,16.6348,13.8188,1,05 2+ years,24,1.0
0.378,4.8805,1.845,1,03 6-12 months,30,1.0
0.23,4.8805,1.1223,0,03 6-12 months,19,1.0
0.1733,4.8805,0.8458,0,05 2+ years,17,3.0
0.2768,4.8805,1.3509,0,05 2+ years,17,1.0
0.4829,4.8805,2.357,1,01 0-3 months,3,5.0
0.139,4.8805,0.6782,0,05 2+ years,26,1.0
0.2177,4.8805,1.0624,1,05 2+ years,18,2.0
0.2111,4.8805,1.0303,0,05 2+ years,21,1.0
0.8553,16.6348,14.227,1,05 2+ years,27,1.0
0.1496,4.8805,0.7303,0,05 2+ years,29,1.0
0.9415,7.4219,6.9879,1,05 2+ years,30,1.0
0.1975,4.8805,0.9637,0,04 1-2 years,28,1.0
0.1714,4.8805,0.8366,0,05 2+ years,28,1.0
0.9779,7.4219,7.2575,1,03 6-12 months,0,
0.1685,4.8805,0.8224,0,05 2+ years,28,1.0
0.1125,4.8805,0.5492,0,03 6-12 months,30,1.0
0.1116,4.8805,0.5448,0,05 2+ years,29,1.0
0.4151,4.8805,2.0259,0,05 2+ years,29,1.0
0.2799,4.8805,1.3662,0,05 2+ years,20,1.0
0.8394,16.6348,13.9641,1,05 2+ years,11,1.0
0.5885,4.8805,2.872,1,05 2+ years,10,10.0
0.2734,4.8805,1.3344,0,05 2+ years,13,3.0
0.74,7.4219,5.4926,0,05 2+ years,23,1.0
0.1898,4.8805,0.9264,0,05 2+ years,14,2.0
0.8,16.6348,13.3076,1,05 2+ years,16,1.0
0.3153,4.8805,1.5386,1,04 1-2 years,11,2.0
0.137,4.8805,0.6686,0,05 2+ years,30,1.0
0.2073,4.8805,1.0118,0,05 2+ years,28,1.0
0.2545,4.8805,1.2422,1,03 6-12 months,27,2.0
0.4923,4.8805,2.4025,0,03 6-12 months,11,2.0
0.1671,4.8805,0.8157,0,05 2+ years,27,1.0
0.2794,4.8805,1.3637,1,04 1-2 years,23,2.0
0.1747,4.8805,0.8525,0,01 0-3 months,29,1.0
0.9113,16.6348,15.1588,1,04 1-2 years,12,3.0
0.4308,4.8805,2.1026,0,01 0-3 months,27,1.0
0.2816,4.8805,1.3745,0,01 0-3 months,29,1.0
0.5029,4.8805,2.4542,1,05 2+ years,15,2.0
0.3794,4.8805,1.8517,1,04 1-2 years,30,1.0
0.8592,16.6348,14.2918,1,05 2+ years,10,1.0
0.2031,4.8805,0.9912,0,02 3-6 months,28,1.0
0.2545,4.8805,1.2419,0,04 1-2 years,27,1.0
0.1894,4.8805,0.9243,0,02 3-6 months,30,1.0
0.2029,4.8805,0.9903,0,05 2+ years,15,1.0
0.3217,4.8805,1.5699,0,05 2+ years,22,1.0
0.2726,4.8805,1.3303,0,03 6-12 months,21,9.0
0.1844,4.8805,0.9,0,05 2+ years,16,1.0
0.1551,4.8805,0.7569,0,05 2+ years,29,1.0
0.8692,16.6348,14.4583,1,04 1-2 years,20,1.0
0.1633,4.8805,0.7972,0,04 1-2 years,22,2.0
0.9069,7.4219,6.7307,1,05 2+ years,15,1.0
0.1342,4.8805,0.6548,1,03 6-12 months,10,1.0
0.1635,4.8805,0.7978,0,05 2+ years,23,1.0
0.1473,4.8805,0.7189,0,05 2+ years,18,2.0
0.8814,7.4219,6.5419,1,04 1-2 years,30,1.0
0.8926,16.6348,14.8478,0,04 1-2 years,15,1.0
0.2668,4.8805,1.3021,1,05 2+ years,9,7.0
0.1233,4.8805,0.6015,0,04 1-2 years,30,1.0
0.9615,7.4219,7.1358,1,05 2+ years,12,1.0
0.868,16.6348,14.4388,1,04 1-2 years,29,1.0
0.1216,4.8805,0.5935,0,04 1-2 years,30,1.0
0.6236,4.8805,3.0435,1,05 2+ years,9,14.0
0.2051,4.8805,1.0009,1,02 3-6 months,30,1.0
0.4267,4.8805,2.0827,0,01 0-3 months,18,1.0
0.1447,4.8805,0.7063,0,02 3-6 months,26,1.0
0.266,4.8805,1.2984,1,05 2+ years,25,2.0
0.1648,4.8805,0.8043,0,04 1-2 years,29,1.0
0.1933,4.8805,0.9432,0,02 3-6 months,24,1.0
0.3893,4.8805,1.9001,0,02 3-6 months,12,7.0
0.723,4.8805,3.5284,1,02 3-6 months,5,6.0
0.1012,4.8805,0.4941,0,05 2+ years,28,1.0
0.2915,4.8805,1.4229,0,05 2+ years,27,1.0
0.2252,4.8805,1.0989,0,05 2+ years,27,1.0
0.1432,4.8805,0.6989,0,05 2+ years,26,1.0
0.3447,4.8805,1.6825,1,04 1-2 years,19,2.0
0.2811,4.8805,1.372,0,05 2+ years,26,2.0
